ev_tipi,oda_sayisi,buyukluk,bina_yasi,kat,il,semt,fiyat
Daire,4 + 1,200.0,1.0,2. Kat,Istanbul,Sarıyer,125000.0
Residence,2 + 1,140.0,4.0,3. Kat,Istanbul,Beşiktaş,60000.0
Residence,2 + 1,145.0,0.0,4. Kat,Istanbul,Şişli,70000.0
Daire,4 + 1,213.0,3.0,11. Kat,Istanbul,Eyüpsultan,50000.0
Daire,1 + 1,72.0,14.0,5. Kat,Istanbul,Ataşehir,19990.0
Residence,1 + 1,138.0,5.0,3. Kat,Istanbul,Beşiktaş,65000.0
Daire,1 + 1,75.0,0.0,4. Kat,Istanbul,Eyüpsultan,11000.0
Daire,3 + 1,150.0,21.0,Yüksek Giriş,Istanbul,Bakırköy,25000.0
Daire,1 + 1,85.0,5.0,8. Kat,Istanbul,Sarıyer,30000.0
Residence,Stüdyo,65.0,4.0,Bahçe Katı,Istanbul,Sarıyer,22000.0
Daire,3 + 1,184.0,2.0,5. Kat,Istanbul,Kağıthane,55000.0
Residence,3 + 1,180.0,5.0,21 ve üzeri,Istanbul,Sarıyer,8000.0
Residence,Stüdyo,30.0,2.0,Ara Kat,Istanbul,Sarıyer,13500.0
Daire,4 + 1,279.0,0.0,Bahçe Katı,Istanbul,Sarıyer,152000.0
Daire,2 + 1,70.0,10.0,Yüksek Giriş,Istanbul,Şişli,12000.0
Daire,4 + 1,140.0,0.0,Giriş Katı,Istanbul,Beykoz,5000.0
Residence,3 + 1,227.0,5.0,15. Kat,Istanbul,Şişli,80000.0
Daire,2 + 1,114.0,13.0,3. Kat,Istanbul,Eyüpsultan,36490.0
Residence,1 + 1,90.0,0.0,4. Kat,Istanbul,Şişli,28000.0
Daire,1 + 1,110.0,11.0,4. Kat,Istanbul,Sarıyer,35000.0
Residence,1 + 1,90.0,5.0,3. Kat,Istanbul,Beşiktaş,50000.0
Daire,Stüdyo,55.0,2.0,4. Kat,Istanbul,Sarıyer,18000.0
Daire,4 + 1,300.0,22.0,3. Kat,Istanbul,Bakırköy,29500.0
Residence,4 + 1,255.0,10.0,Ara Kat,Istanbul,Sarıyer,55000.0
Daire,5 + 2,320.0,0.0,2. Kat,Istanbul,Bakırköy,85000.0
Daire,4 + 2,450.0,22.0,4. Kat,Istanbul,Sarıyer,120000.0
Daire,1 + 1,75.0,0.0,5. Kat,Istanbul,Eyüpsultan,11000.0
Daire,1 + 1,72.0,14.0,9. Kat,Istanbul,Ataşehir,23490.0
Daire,5 + 1,375.0,1.0,Çatı Katı,Istanbul,Sarıyer,110000.0
Residence,2 + 1,100.0,0.0,15. Kat,Istanbul,Şişli,33000.0
Daire,3 + 1,140.0,20.0,Yüksek Giriş,Istanbul,Beykoz,15000.0
Residence,3 + 1,200.0,5.0,21 ve üzeri,Istanbul,Şişli,80000.0
Daire,2 + 1,130.0,5.0,7. Kat,Istanbul,Sarıyer,37999.0
Residence,3 + 1,117.0,7.0,6. Kat,Istanbul,Sarıyer,29500.0
Daire,3 + 1,200.0,23.0,2. Kat,Istanbul,Bakırköy,33000.0
Daire,1 + 1,55.0,2.0,12. Kat,Istanbul,Kağıthane,30000.0
Residence,4 + 1,210.0,2.0,21 ve üzeri,Istanbul,Şişli,70000.0
Daire,Stüdyo,50.0,2.0,5. Kat,Istanbul,Sarıyer,20000.0
Daire,2 + 1,85.0,15.0,4. Kat,Istanbul,Kadıköy,15000.0
Residence,5 + 1,355.0,0.0,21 ve üzeri,Istanbul,Beşiktaş,235000.0
Daire,1 + 1,78.0,0.0,10. Kat,Istanbul,Kadıköy,28490.0
Daire,1 + 1,75.0,0.0,5. Kat,Istanbul,Eyüpsultan,11000.0
Residence,2 + 1,100.0,0.0,21 ve üzeri,Istanbul,Şişli,45000.0
Residence,4 + 1,255.0,10.0,21 ve üzeri,Istanbul,Sarıyer,57500.0
Residence,4 + 1,300.0,6.0,21 ve üzeri,Istanbul,Sarıyer,120000.0
Residence,3 + 1,172.0,10.0,6. Kat,Istanbul,Sarıyer,65000.0
Residence,3 + 1,285.0,10.0,21 ve üzeri,Istanbul,Şişli,85000.0
Daire,1 + 1,56.0,5.0,14. Kat,Istanbul,Ataşehir,36490.0
Daire,1 + 1,75.0,0.0,4. Kat,Istanbul,Eyüpsultan,11000.0
Daire,2 + 1,130.0,30.0,2. Kat,Istanbul,Bakırköy,22000.0
Daire,1 + 1,80.0,25.0,Teras Katı,Istanbul,Beykoz,14000.0
Residence,2 + 1,100.0,0.0,21 ve üzeri,Istanbul,Şişli,60000.0
Daire,3 + 1,120.0,30.0,4. Kat,Istanbul,Kadıköy,25000.0
Residence,3 + 1,300.0,5.0,5. Kat,Istanbul,Beşiktaş,170000.0
Daire,1 + 1,70.0,2.0,10. Kat,Istanbul,Sarıyer,25520.0
Daire,3 + 1,170.0,25.0,6. Kat,Istanbul,Beşiktaş,150000.0
Bina,8 + 2,700.0,11.0,,Istanbul,Beyoğlu,400000.0
Daire,2 + 1,200.0,30.0,5. Kat,Istanbul,Beyoğlu,35000.0
Daire,3 + 1,170.0,10.0,Ara Kat,Istanbul,Sarıyer,45000.0
Residence,4 + 1,346.0,0.0,15. Kat,Istanbul,Beşiktaş,130000.0
Residence,2 + 1,116.0,4.0,Ara Kat,Istanbul,Sarıyer,35250.0
Daire,2 + 1,110.0,2.0,Ara Kat,Istanbul,Beylikdüzü,9500.0
Daire,1 + 1,90.0,5.0,16. Kat,Istanbul,Ataşehir,21490.0
Daire,1 + 1,75.0,0.0,4. Kat,Istanbul,Eyüpsultan,11000.0
Daire,2 + 1,125.0,26.0,Ara Kat,Istanbul,Bakırköy,22000.0
Residence,2 + 1,170.0,10.0,21 ve üzeri,Istanbul,Şişli,95000.0
Residence,1 + 1,70.0,0.0,21 ve üzeri,Istanbul,Şişli,30500.0
Daire,3 + 1,210.0,25.0,7. Kat,Istanbul,Beşiktaş,150000.0
Daire,4 + 1,240.0,22.0,1. Kat,Istanbul,Bakırköy,45000.0
Residence,3 + 1,242.0,0.0,21 ve üzeri,Istanbul,Beşiktaş,115000.0
Daire,3 + 1,105.0,30.0,2. Kat,Istanbul,Kadıköy,13000.0
Residence,1 + 1,111.0,15.0,Ara Kat,Istanbul,Şişli,30000.0
Daire,1 + 1,54.0,11.0,5. Kat,Istanbul,Kağıthane,21490.0
Daire,1 + 1,75.0,2.0,1. Kat,Istanbul,Eyüpsultan,10000.0
Residence,2 + 1,116.0,4.0,21 ve üzeri,Istanbul,Sarıyer,11500000.0
Daire,6 + 2,310.0,40.0,5. Kat,Istanbul,Şişli,90000.0
Residence,1 + 1,70.0,0.0,21 ve üzeri,Istanbul,Şişli,30500.0
Daire,3 + 1,140.0,0.0,4. Kat,Istanbul,Esenyurt,12000.0
Daire,4 + 1,250.0,8.0,4. Kat,Istanbul,Bakırköy,75000.0
Daire,2 + 1,180.0,5.0,12. Kat,Istanbul,Sarıyer,45000.0
Residence,3 + 1,210.0,6.0,21 ve üzeri,Istanbul,Şişli,80000.0
Daire,3 + 1,130.0,30.0,9. Kat,Istanbul,Kadıköy,16500.0
Daire,2 + 1,164.0,0.0,1. Kat,Istanbul,Kağıthane,34990.0
Daire,1 + 1,102.0,1.0,7. Kat,Istanbul,Sarıyer,23000.0
Residence,3 + 1,220.0,4.0,8. Kat,Istanbul,Beşiktaş,270000.0
Villa,5 + 2,550.0,38.0,,Istanbul,Beşiktaş,350000.0
Residence,1 + 1,125.0,10.0,8. Kat,Istanbul,Şişli,50000.0
Daire,1 + 1,75.0,0.0,5. Kat,Istanbul,Eyüpsultan,11000.0
Residence,1 + 1,100.0,10.0,1. Kat,Istanbul,Şişli,35000.0
Villa,6 + 1,550.0,15.0,,Istanbul,Eyüpsultan,225000.0
Daire,3 + 1,170.0,28.0,1. Kat,Istanbul,Bakırköy,21000.0
Daire,3 + 1,130.0,30.0,2. Kat,Istanbul,Maltepe,13250.0
Daire,2 + 1,96.0,1.0,12. Kat,Istanbul,Ümraniye,25990.0
Residence,2 + 1,145.0,6.0,21 ve üzeri,Istanbul,Sarıyer,50000.0
Daire,4 + 1,262.0,6.0,Bahçe Katı,Istanbul,Beşiktaş,225000.0
Residence,2 + 1,117.0,2.0,8. Kat,Istanbul,Kağıthane,40000.0
Daire,3 + 1,170.0,7.0,20. Kat,Istanbul,Sarıyer,40000.0
Residence,1 + 1,70.0,0.0,12. Kat,Istanbul,Şişli,22000.0
Residence,1 + 1,55.0,1.0,6. Kat,Istanbul,Kağıthane,15500.0
Residence,2 + 1,115.0,6.0,16. Kat,Istanbul,Sarıyer,35000.0
Residence,3 + 1,250.0,10.0,21 ve üzeri,Istanbul,Beşiktaş,70000.0
Daire,3 + 1,120.0,30.0,4. Kat,Istanbul,Beşiktaş,70000.0
Daire,4 + 1,215.0,8.0,Ara Kat,Istanbul,Beşiktaş,120000.0
Residence,1 + 1,73.0,2.0,21 ve üzeri,Istanbul,Eyüpsultan,17000.0
Residence,2 + 1,165.0,6.0,21 ve üzeri,Istanbul,Sarıyer,50000.0
Daire,1 + 1,50.0,10.0,Bahçe Katı,Istanbul,Maltepe,8500.0
Daire,3 + 1,145.0,30.0,1. Kat,Istanbul,Bakırköy,23000.0
Daire,2 + 1,100.0,0.0,5. Kat,Istanbul,Sarıyer,35000.0
Residence,3 + 1,165.0,0.0,18. Kat,Istanbul,Şişli,60000.0
Daire,2 + 1,146.0,5.0,10. Kat,Istanbul,Sarıyer,35000.0
Residence,2 + 1,250.0,15.0,21 ve üzeri,Istanbul,Şişli,60000.0
Residence,1 + 1,70.0,2.0,7. Kat,Istanbul,Kağıthane,23500.0
Residence,3 + 1,236.0,11.0,21 ve üzeri,Istanbul,Beşiktaş,85000.0
Residence,2 + 1,170.0,20.0,21 ve üzeri,Istanbul,Şişli,45000.0
Residence,4 + 1,349.0,0.0,21 ve üzeri,Istanbul,Beşiktaş,150000.0
Daire,1 + 1,74.0,2.0,10. Kat,Istanbul,Eyüpsultan,17000.0
Daire,2 + 1,95.0,25.0,2. Kat,Istanbul,Kağıthane,12000.0
Daire,1 + 1,46.0,10.0,11. Kat,Istanbul,Kağıthane,19490.0
Residence,3 + 1,240.0,0.0,21 ve üzeri,Istanbul,Beşiktaş,95000.0
Daire,4 + 1,220.0,25.0,Bahçe Katı,Istanbul,Bakırköy,25000.0
Residence,1 + 1,68.0,0.0,16. Kat,Istanbul,Şişli,22000.0
Daire,3 + 1,155.0,30.0,Giriş Katı,Istanbul,Maltepe,14500.0
Daire,3 + 1,170.0,10.0,10. Kat,Istanbul,Sarıyer,46000.0
Residence,1 + 1,118.0,16.0,21 ve üzeri,Istanbul,Şişli,70000.0
Daire,2 + 1,95.0,16.0,1. Kat,Istanbul,Beyoğlu,11000.0
Daire,1 + 1,81.0,5.0,Ara Kat,Istanbul,Sarıyer,30000.0
Daire,2 + 1,98.0,4.0,2. Kat,Istanbul,Eyüpsultan,29990.0
Residence,4 + 1,218.0,0.0,16. Kat,Istanbul,Sarıyer,50000.0
Daire,1 + 1,60.0,0.0,Ara Kat,Istanbul,Küçükçekmece,15000.0
Residence,4 + 1,450.0,10.0,Ara Kat,Istanbul,Beşiktaş,200000.0
Residence,4 + 1,305.0,15.0,15. Kat,Istanbul,Beşiktaş,85000.0
Daire,4 + 1,235.0,12.0,18. Kat,Istanbul,Şişli,70000.0
Residence,1 + 1,98.0,1.0,21 ve üzeri,Istanbul,Şişli,32000.0
Daire,5 + 1,320.0,21.0,Çatı Katı,Istanbul,Beşiktaş,226000.0
Residence,1 + 1,73.0,2.0,11. Kat,Istanbul,Eyüpsultan,18500.0
Residence,1 + 1,65.0,4.0,16. Kat,Istanbul,Kağıthane,23000.0
Daire,2 + 1,95.0,30.0,Giriş Katı,Istanbul,Beşiktaş,24500.0
Residence,3 + 1,235.0,15.0,13. Kat,Istanbul,Şişli,60000.0
Daire,1 + 1,65.0,8.0,Ara Kat,Istanbul,Kağıthane,18000.0
Daire,3 + 1,150.0,4.0,15. Kat,Istanbul,Sarıyer,50000.0
Daire,4 + 1,300.0,6.0,16. Kat,Istanbul,Beşiktaş,270000.0
Daire,3 + 1,148.0,26.0,3. Kat,Istanbul,Beşiktaş,50000.0
Residence,1 + 1,84.0,1.0,21 ve üzeri,Istanbul,Şişli,40000.0
Daire,2 + 1,130.0,30.0,5. Kat,Istanbul,Küçükçekmece,18500.0
Residence,2 + 1,220.0,5.0,14. Kat,Istanbul,Şişli,37000.0
Residence,3 + 1,240.0,8.0,11. Kat,Istanbul,Beşiktaş,80000.0
Residence,2 + 1,200.0,5.0,2. Kat,Istanbul,Beşiktaş,120000.0
Daire,1 + 1,75.0,25.0,3. Kat,Istanbul,Beşiktaş,13500.0
Residence,2 + 1,145.0,8.0,20. Kat,Istanbul,Sarıyer,55000.0
Residence,2 + 1,210.0,8.0,Ara Kat,Istanbul,Şişli,68000.0
Daire,8 + 1,578.0,0.0,21 ve üzeri,Istanbul,Beşiktaş,375000.0
Daire,1 + 1,85.0,5.0,10. Kat,Istanbul,Sarıyer,21950.0
Residence,2 + 1,140.0,9.0,21 ve üzeri,Istanbul,Sarıyer,50000.0
Residence,3 + 1,221.0,0.0,16. Kat,Istanbul,Beşiktaş,85000.0
Daire,1 + 1,73.0,4.0,20. Kat,Istanbul,Eyüpsultan,17500.0
Residence,2 + 1,100.0,7.0,21 ve üzeri,Istanbul,Şişli,50000.0
Residence,2 + 1,200.0,5.0,14. Kat,Istanbul,Beşiktaş,150000.0
Daire,1 + 1,70.0,20.0,Yüksek Giriş,Istanbul,Kağıthane,8250.0
Daire,3 + 1,158.0,1.0,10. Kat,Istanbul,Kağıthane,50000.0
Residence,1 + 1,126.0,11.0,8. Kat,Istanbul,Şişli,50000.0
Daire,4 + 1,300.0,8.0,5. Kat,Istanbul,Sarıyer,150000.0
Daire,2 + 1,105.0,2.0,7. Kat,Istanbul,Sarıyer,34950.0
Residence,2 + 1,144.0,8.0,21 ve üzeri,Istanbul,Sarıyer,50000.0
Daire,4 + 1,220.0,25.0,Giriş Katı,Istanbul,Bakırköy,23500.0
Residence,4 + 1,346.0,5.0,11. Kat,Istanbul,Beşiktaş,185000.0
Residence,1 + 1,100.0,6.0,21 ve üzeri,Istanbul,Şişli,35000.0
Daire,1 + 1,73.0,2.0,16. Kat,Istanbul,Eyüpsultan,21000.0
Daire,2 + 1,102.0,0.0,4. Kat,Istanbul,Kağıthane,30000.0
Residence,1 + 1,75.0,15.0,5. Kat,Istanbul,Beşiktaş,25000.0
Daire,1 + 1,65.0,1.0,5. Kat,Istanbul,Sarıyer,20000.0
Residence,2 + 1,145.0,6.0,21 ve üzeri,Istanbul,Sarıyer,45000.0
Residence,Stüdyo,55.0,7.0,6. Kat,Istanbul,Kağıthane,16900.0
Residence,2 + 1,212.0,5.0,4. Kat,Istanbul,Beşiktaş,110000.0
Residence,2 + 1,185.0,2.0,4. Kat,Istanbul,Şişli,100000.0
Residence,3 + 1,184.0,4.0,12. Kat,Istanbul,Sarıyer,45900.0
Residence,1 + 1,100.0,4.0,21 ve üzeri,Istanbul,Şişli,55000.0
Daire,3 + 1,185.0,0.0,9. Kat,Istanbul,Kağıthane,50000.0
Residence,2 + 1,110.0,0.0,4. Kat,Istanbul,Şişli,33000.0
Daire,3 + 1,90.0,48.0,2. Kat,Istanbul,Şişli,39990.0
Residence,4 + 1,346.0,0.0,15. Kat,Istanbul,Beşiktaş,130000.0
Residence,1 + 1,141.0,5.0,3. Kat,Istanbul,Beşiktaş,65000.0
Residence,3 + 1,210.0,20.0,19. Kat,Istanbul,Şişli,60000.0
Residence,1 + 1,85.0,10.0,10. Kat,Istanbul,Sarıyer,20000.0
Daire,1 + 1,83.0,0.0,4. Kat,Istanbul,Kağıthane,21900.0
Residence,1 + 1,65.0,2.0,21 ve üzeri,Istanbul,Kağıthane,20000.0
Residence,2 + 1,110.0,0.0,21 ve üzeri,Istanbul,Şişli,30000.0
Daire,3 + 1,144.0,3.0,9. Kat,Istanbul,Maltepe,45990.0
Daire,4 + 1,250.0,25.0,1. Kat,Istanbul,Bakırköy,25000.0
Daire,3 + 1,174.0,10.0,8. Kat,Istanbul,Kağıthane,70000.0
Residence,2 + 1,202.0,5.0,3. Kat,Istanbul,Beşiktaş,140000.0
Yalı Dairesi,3 + 1,170.0,25.0,Giriş Katı,Istanbul,Sarıyer,180000.0
Daire,2 + 1,108.0,1.0,Giriş Katı,Istanbul,Maltepe,25490.0
Daire,1 + 1,85.0,5.0,16. Kat,Istanbul,Sarıyer,35000.0
Residence,1 + 1,70.0,0.0,21 ve üzeri,Istanbul,Şişli,33000.0
Residence,3 + 1,170.0,11.0,Ara Kat,Istanbul,Sarıyer,45000.0
Daire,2 + 1,115.0,2.0,Bahçe Katı,Istanbul,Kağıthane,36000.0
Daire,1 + 1,60.0,11.0,10. Kat,Istanbul,Kağıthane,21490.0
Daire,1 + 1,75.0,0.0,Bahçe Katı,Istanbul,Beşiktaş,50000.0
Residence,3 + 1,175.0,10.0,21 ve üzeri,Istanbul,Sarıyer,65000.0
Daire,1 + 1,60.0,4.0,5. Kat,Istanbul,Sarıyer,25000.0
Residence,4 + 1,220.0,11.0,4. Kat,Istanbul,Beşiktaş,70000.0
Residence,1 + 1,85.0,10.0,Ara Kat,Istanbul,Sarıyer,30000.0
Daire,1 + 1,60.0,0.0,11. Kat,Istanbul,Maltepe,16000.0
Residence,3 + 1,290.0,4.0,21 ve üzeri,Istanbul,Şişli,150000.0
Daire,4 + 1,204.0,43.0,4. Kat,Istanbul,Şişli,52490.0
Residence,1 + 1,75.0,1.0,11. Kat,Istanbul,Kağıthane,25000.0
Residence,2 + 1,179.0,4.0,5. Kat,Istanbul,Beşiktaş,120000.0
Residence,2 + 1,190.0,8.0,5. Kat,Istanbul,Beşiktaş,85000.0
Daire,1 + 1,65.0,1.0,10. Kat,Istanbul,Sarıyer,24975.0
Residence,4 + 1,270.0,11.0,Ara Kat,Istanbul,Beşiktaş,85000.0
Daire,2 + 1,108.0,2.0,20. Kat,Istanbul,Maltepe,66490.0
Daire,3 + 1,130.0,25.0,Giriş Katı,Istanbul,Bakırköy,15000.0
Daire,1 + 1,60.0,0.0,10. Kat,Istanbul,Sarıyer,25000.0
Residence,1 + 1,70.0,0.0,4. Kat,Istanbul,Şişli,22000.0
Residence,2 + 1,150.0,6.0,21 ve üzeri,Istanbul,Sarıyer,50000.0
Daire,2 + 1,90.0,10.0,5. Kat,Istanbul,Kağıthane,27990.0
Daire,1 + 1,100.0,9.0,13. Kat,Istanbul,Beşiktaş,32000.0
Daire,2 + 1,110.0,25.0,Yüksek Giriş,Istanbul,Bakırköy,15500.0
Residence,3 + 1,150.0,1.0,17. Kat,Istanbul,Kağıthane,65000.0
Residence,3 + 1,240.0,10.0,21 ve üzeri,Istanbul,Beşiktaş,90000.0
Daire,1 + 1,48.0,6.0,6. Kat,Istanbul,Kağıthane,20990.0
Daire,1 + 1,98.0,10.0,5. Kat,Istanbul,Şişli,27000.0
Residence,2 + 1,140.0,2.0,21 ve üzeri,Istanbul,Şişli,80000.0
Residence,1 + 1,110.0,0.0,13. Kat,Istanbul,Şişli,36000.0
Residence,2 + 1,169.0,10.0,21 ve üzeri,Istanbul,Şişli,95000.0
Daire,2 + 1,74.0,4.0,1. Kat,Istanbul,Üsküdar,36990.0
Daire,Stüdyo,45.0,1.0,6. Kat,Istanbul,Kağıthane,17000.0
Residence,2 + 1,220.0,15.0,21 ve üzeri,Istanbul,Şişli,160000.0
Residence,1 + 1,98.0,0.0,13. Kat,Istanbul,Şişli,35000.0
Residence,1 + 1,125.0,7.0,9. Kat,Istanbul,Şişli,50000.0
Daire,1 + 1,49.0,3.0,11. Kat,Istanbul,Kağıthane,19990.0
Residence,2 + 1,120.0,1.0,21 ve üzeri,Istanbul,Şişli,50000.0
Residence,2 + 1,220.0,5.0,5. Kat,Istanbul,Beşiktaş,120000.0
Daire,2 + 1,96.0,6.0,21 ve üzeri,Istanbul,Ümraniye,26990.0
Residence,2 + 1,170.0,21.0,21 ve üzeri,Istanbul,Şişli,56500.0
Daire,3 + 1,202.0,6.0,1. Kat,Istanbul,Sarıyer,60000.0
Residence,4 + 1,350.0,0.0,21 ve üzeri,Istanbul,Beşiktaş,225000.0
Residence,4 + 0,220.0,7.0,3. Kat,Istanbul,Beşiktaş,155000.0
Daire,2 + 1,200.0,5.0,15. Kat,Istanbul,Beşiktaş,130000.0
Daire,3 + 1,168.0,24.0,4. Kat,Istanbul,Şişli,45490.0
Residence,2 + 1,170.0,21.0,Ara Kat,Istanbul,Şişli,50000.0
Residence,4 + 1,360.0,0.0,21 ve üzeri,Istanbul,Beşiktaş,230000.0
Residence,2 + 1,100.0,0.0,13. Kat,Istanbul,Şişli,45000.0
Daire,2 + 1,220.0,8.0,21 ve üzeri,Istanbul,Şişli,99990.0
Daire,1 + 1,58.0,0.0,2. Kat,Istanbul,Esenyurt,6000.0
Residence,2 + 1,90.0,2.0,4. Kat,Istanbul,Şişli,36000.0
Residence,1 + 1,104.0,15.0,18. Kat,Istanbul,Beşiktaş,35000.0
Daire,1 + 1,101.0,7.0,12. Kat,Istanbul,Sarıyer,35490.0
Residence,2 + 1,170.0,22.0,19. Kat,Istanbul,Şişli,45000.0
Daire,3 + 2,280.0,25.0,2. Kat,Istanbul,Bakırköy,57500.0
Köşk,19 + 5,2900.0,30.0,,Istanbul,Sarıyer,900000.0
Daire,2 + 1,85.0,7.0,20. Kat,Istanbul,Sarıyer,54490.0
Daire,1 + 1,80.0,5.0,2. Kat,Istanbul,Şişli,35000.0
Residence,4 + 1,303.0,20.0,7. Kat,Istanbul,Şişli,85000.0
Residence,1 + 1,115.0,2.0,Ara Kat,Istanbul,Şişli,38000.0
Daire,1 + 1,87.0,5.0,12. Kat,Istanbul,Sarıyer,20000.0
Daire,2 + 1,80.0,25.0,4. Kat,Istanbul,Şişli,17000.0
Daire,2 + 1,137.0,8.0,21 ve üzeri,Istanbul,Sarıyer,59990.0
Residence,4 + 1,290.0,4.0,11. Kat,Istanbul,Beşiktaş,290000.0
Residence,1 + 1,142.0,4.0,5. Kat,Istanbul,Şişli,60000.0
Daire,4 + 1,260.0,15.0,3. Kat,Istanbul,Bakırköy,40000.0
Residence,3 + 1,175.0,1.0,21 ve üzeri,Istanbul,Şişli,60000.0
Daire,Stüdyo,45.0,1.0,10. Kat,Istanbul,Kağıthane,30000.0
Residence,2 + 1,100.0,0.0,21 ve üzeri,Istanbul,Şişli,50000.0
Residence,Stüdyo,65.0,10.0,Ara Kat,Istanbul,Sarıyer,27000.0
Residence,4 + 1,220.0,2.0,14. Kat,Istanbul,Zeytinburnu,160000.0
Residence,1 + 1,136.0,4.0,10. Kat,Istanbul,Şişli,50000.0
Residence,Stüdyo,65.0,5.0,6. Kat,Istanbul,Sarıyer,23000.0
Residence,1 + 1,87.0,1.0,21 ve üzeri,Istanbul,Şişli,35000.0
Residence,3 + 1,195.0,5.0,9. Kat,Istanbul,Beşiktaş,150000.0
Residence,3 + 1,170.0,10.0,21 ve üzeri,Istanbul,Sarıyer,55000.0
Daire,3 + 1,180.0,10.0,Giriş Katı,Istanbul,Bakırköy,26000.0
Residence,1 + 1,136.0,7.0,Ara Kat,Istanbul,Şişli,50000.0
Residence,1 + 1,75.0,7.0,21 ve üzeri,Istanbul,Sarıyer,22000.0
Residence,2 + 1,179.0,4.0,8. Kat,Istanbul,Beşiktaş,135000.0
Daire,2 + 1,127.0,7.0,Ara Kat,Istanbul,Beşiktaş,64000.0
Daire,1 + 1,60.0,25.0,Yüksek Giriş,Istanbul,Kağıthane,8000.0
Residence,2 + 1,115.0,6.0,16. Kat,Istanbul,Sarıyer,35000.0
Residence,1 + 1,170.0,3.0,12. Kat,Istanbul,Beşiktaş,120000.0
Residence,3 + 1,170.0,1.0,21 ve üzeri,Istanbul,Şişli,57500.0
Daire,4 + 1,235.0,25.0,4. Kat,Istanbul,Beşiktaş,100000.0
Daire,1 + 1,60.0,1.0,4. Kat,Istanbul,Kağıthane,25000.0
Residence,1 + 1,100.0,0.0,12. Kat,Istanbul,Şişli,40000.0
Daire,2 + 1,85.0,20.0,Ara Kat,Istanbul,Beyoğlu,11000.0
Residence,Stüdyo,55.0,2.0,21 ve üzeri,Istanbul,Şişli,27500.0
Residence,3 + 1,210.0,20.0,21 ve üzeri,Istanbul,Şişli,70000.0
Residence,2 + 1,179.0,4.0,5. Kat,Istanbul,Beşiktaş,130000.0
Residence,1 + 1,82.0,1.0,21 ve üzeri,Istanbul,Şişli,35000.0
Daire,3 + 1,170.0,10.0,5. Kat,Istanbul,Sarıyer,45000.0
Daire,1 + 1,60.0,25.0,Giriş Katı,Istanbul,Kağıthane,8000.0
Residence,3 + 1,250.0,10.0,11. Kat,Istanbul,Şişli,70000.0
Daire,3 + 1,140.0,28.0,1. Kat,Istanbul,Bakırköy,25000.0
Daire,1 + 1,72.0,28.0,8. Kat,Istanbul,Ataşehir,17990.0
Residence,4 + 1,270.0,8.0,7. Kat,Istanbul,Beşiktaş,85000.0
Residence,4 + 1,350.0,1.0,21 ve üzeri,Istanbul,Beşiktaş,240000.0
Residence,3 + 1,180.0,0.0,21 ve üzeri,Istanbul,Şişli,60000.0
Daire,2 + 1,85.0,20.0,1. Kat,Istanbul,Beyoğlu,12000.0
Residence,4 + 1,302.0,20.0,15. Kat,Istanbul,Beşiktaş,85000.0
Residence,1 + 1,85.0,0.0,4. Kat,Istanbul,Kağıthane,20000.0
Daire,3 + 1,140.0,25.0,1. Kat,Istanbul,Bakırköy,21000.0
Daire,1 + 1,56.0,5.0,14. Kat,Istanbul,Ataşehir,23490.0
Residence,1 + 1,90.0,0.0,21 ve üzeri,Istanbul,Şişli,36000.0
Residence,2 + 1,210.0,10.0,5. Kat,Istanbul,Beşiktaş,85000.0
Residence,2 + 1,100.0,1.0,8. Kat,Istanbul,Şişli,50000.0
Daire,2 + 1,108.0,1.0,1. Kat,Istanbul,Beşiktaş,40490.0
Residence,1 + 1,145.0,5.0,7. Kat,Istanbul,Beşiktaş,75000.0
Residence,4 + 1,335.0,5.0,5. Kat,Istanbul,Beşiktaş,270000.0
Residence,1 + 1,70.0,1.0,16. Kat,Istanbul,Şişli,28000.0
Daire,3 + 1,230.0,5.0,Ara Kat,Istanbul,Zeytinburnu,125000.0
Daire,3 + 1,156.0,1.0,3. Kat,Istanbul,Maltepe,42490.0
Residence,1 + 1,65.0,0.0,10. Kat,Istanbul,Şişli,22000.0
Daire,1 + 1,82.0,1.0,15. Kat,Istanbul,Şişli,35000.0
Daire,1 + 1,50.0,1.0,12. Kat,Istanbul,Kağıthane,17990.0
Residence,2 + 1,180.0,5.0,Yüksek Giriş,Istanbul,Beşiktaş,130000.0
Daire,Stüdyo,50.0,3.0,6. Kat,Istanbul,Kağıthane,18500.0
Residence,2 + 1,120.0,1.0,21 ve üzeri,Istanbul,Şişli,50000.0
Daire,1 + 1,48.0,4.0,11. Kat,Istanbul,Kağıthane,16490.0
Residence,4 + 1,232.0,8.0,7. Kat,Istanbul,Beşiktaş,85000.0
Residence,2 + 1,200.0,4.0,21 ve üzeri,Istanbul,Şişli,75000.0
Residence,2 + 1,115.0,2.0,21 ve üzeri,Istanbul,Şişli,42500.0
Daire,1 + 1,54.0,1.0,14. Kat,Istanbul,Kağıthane,19490.0
Residence,2 + 1,100.0,0.0,21 ve üzeri,Istanbul,Şişli,38000.0
Residence,1 + 1,136.0,4.0,10. Kat,Istanbul,Şişli,50000.0
Daire,1 + 1,54.0,1.0,14. Kat,Istanbul,Kağıthane,25490.0
Residence,2 + 1,169.0,4.0,7. Kat,Istanbul,Beşiktaş,120000.0
Daire,2 + 1,66.0,1.0,14. Kat,Istanbul,Kağıthane,28990.0
